UserID,Age,Category,Gender,Location,Income,Debt,Owns_Property,Profession,Demographics,Platform,Total_Tim_ Spent,Video_Category,Time Spent On Video,Scroll Rate,Frequency,Watch Reason,DeviceType,OS,Watch Time,CurrentActivity,ConnectionType
153,40,40-49,Male,India,52658,TRUE,FALSE,Students,Rural,YouTube,102,Life Hacks,11,13,Evening,Entertainment,Smartphone,Windows,2:00 PM,At home,Mobile Data
154,56,50-59,Other,India,26852,FALSE,FALSE,Waiting staff,Urban,Facebook,185,Trends,8,3,Afternoon,Habit,Smartphone,iOS,5:00 PM,At home,Mobile Data
155,62,60-69,Male,United States,22551,FALSE,TRUE,Students,Urban,YouTube,154,Entertainment,7,,Night,Boredom,Smartphone,Android,9:00 PM,At school,Mobile Data
156,32,30-39,Male,United States,91947,TRUE,TRUE,Students,Urban,Facebook,16,Vlogs,28,4,Afternoon,Boredom,Smartphone,MacOS,5:00 PM,At home,Mobile Data
157,60,60-69,Female,Japan,81001,TRUE,TRUE,Students,Rural,Instagram,278,Pranks,19,92,Night,Boredom,Smartphone,MacOS,9:00 PM,At work,Wi-Fi
158,46,40-49,Other,Pakistan,69159,TRUE,FALSE,driver,Rural,TikTok,13,Pranks,20,7,Night,Boredom,Tablet,Android,9:00 PM,At school,Mobile Data
159,53,50-59,Female,Vietnam,71707,TRUE,FALSE,Manager,Rural,Instagram,147,Jokes/Memes,12,26,Evening,Procrastination,Computer,iOS,2:00 PM,At school,Mobile Data
160,30,30-39,Other,India,53243,TRUE,FALSE,Students,Rural,Facebook,240,Jokes/Memes,7,75,Evening,Entertainment,Smartphone,Android,2:00 PM,Commuting,Mobile Data
161,49,40-49,Male,India,41800,FALSE,TRUE,Waiting staff,Rural,TikTok,97,Life Hacks,8,24,Afternoon,Entertainment,Tablet,Android,5:00 PM,At work,Wi-Fi
162,24,20-29,Male,Indonesia,95939,TRUE,FALSE,Labor/Worker,Urban,YouTube,26,Trends,7,10,Afternoon,Habit,Smartphone,iOS,5:00 PM,At home,Wi-Fi
163,39,30-39,Other,Japan,77828,TRUE,FALSE,Students,Rural,Facebook,61,Gaming,6,13,Night,Boredom,Smartphone,Windows,9:00 PM,At work,Mobile Data
164,45,40-49,Male,India,27239,FALSE,FALSE,Manager,Rural,TikTok,143,Entertainment,25,44,Evening,Entertainment,Smartphone,Windows,2:00 PM,At home,Mobile Data
165,19,15-19,Male,Japan,26710,FALSE,FALSE,Cashier,Urban,YouTube,220,Jokes/Memes,9,39,Evening,Boredom,Smartphone,MacOS,2:00 PM,Commuting,Mobile Data
166,59,50-59,Male,Japan,41384,FALSE,TRUE,Engineer,Urban,YouTube,228,Entertainment,27,19,Afternoon,Entertainment,Smartphone,Android,5:00 PM,At work,Mobile Data
167,62,60-69,Male,Philippines,41038,FALSE,FALSE,Labor/Worker,Rural,Instagram,214,Gaming,13,51,Evening,Habit,Computer,Windows,2:00 PM,At school,Mobile Data
168,23,20-29,Male,Japan,60846,TRUE,TRUE,Students,Urban,Facebook,220,Gaming,7,19,Evening,Entertainment,Tablet,iOS,2:00 PM,At school,Wi-Fi
169,45,40-49,Female,United States,87821,TRUE,FALSE,Waiting staff,Rural,YouTube,286,Trends,8,76,Afternoon,Habit,Smartphone,MacOS,5:00 PM,At work,Mobile Data
170,45,40-49,Female,Philippines,57991,TRUE,TRUE,Labor/Worker,Rural,TikTok,33,Trends,22,52,Afternoon,Entertainment,Smartphone,Windows,5:00 PM,At home,Mobile Data
171,61,60-69,Male,Japan,99057,TRUE,FALSE,driver,Rural,YouTube,13,Life Hacks,17,86,Afternoon,Habit,Smartphone,iOS,5:00 PM,At school,Wi-Fi
172,61,60-69,Male,Germany,26971,FALSE,TRUE,Students,Rural,YouTube,161,Jokes/Memes,17,47,Night,Entertainment,Tablet,Android,9:00 PM,At work,Mobile Data
173,37,30-39,Female,United States,49139,FALSE,FALSE,Cashier,Rural,Instagram,268,Entertainment,16,30,Night,Habit,Smartphone,Android,9:00 PM,At work,Mobile Data
174,47,40-49,Male,India,97067,TRUE,TRUE,Cashier,Rural,Instagram,177,Gaming,22,46,Evening,Entertainment,Tablet,Android,2:00 PM,At home,Mobile Data
175,28,20-29,Male,Philippines,57711,TRUE,FALSE,Students,Urban,TikTok,185,ASMR,2,76,Night,Entertainment,Smartphone,MacOS,9:00 PM,Commuting,Wi-Fi
176,45,40-49,Female,Indonesia,26530,FALSE,TRUE,Teacher,Urban,Instagram,65,Life Hacks,8,93,Evening,Habit,Smartphone,Android,2:00 PM,At work,Mobile Data
177,42,40-49,Male,United States,31116,FALSE,FALSE,Waiting staff,Rural,YouTube,117,ASMR,17,21,Morning,Boredom,Smartphone,Android,8:00 AM,At home,Wi-Fi
178,56,50-59,Female,Indonesia,85794,TRUE,TRUE,Labor/Worker,Rural,YouTube,150,Trends,13,75,Evening,Boredom,Tablet,MacOS,2:00 PM,At school,Mobile Data
179,50,50-59,Male,India,20282,FALSE,FALSE,driver,Urban,Instagram,164,Trends,18,48,Afternoon,Habit,Smartphone,Android,5:00 PM,At work,Mobile Data
180,18,15-19,Other,Indonesia,99473,TRUE,TRUE,Waiting staff,Urban,YouTube,271,Vlogs,24,62,Afternoon,Entertainment,Smartphone,iOS,5:00 PM,At home,Mobile Data
181,44,40-49,Female,India,21898,FALSE,FALSE,Engineer,Rural,YouTube,282,Life Hacks,28,58,Evening,Procrastination,Computer,iOS,2:00 PM,At school,Mobile Data
182,30,30-39,Female,India,24135,FALSE,TRUE,driver,Rural,TikTok,241,Life Hacks,22,18,Evening,Procrastination,Tablet,Android,2:00 PM,At school,Mobile Data
183,58,50-59,Male,Philippines,26629,FALSE,FALSE,Labor/Worker,Rural,Instagram,250,Jokes/Memes,28,59,Evening,Habit,Smartphone,iOS,2:00 PM,At school,Wi-Fi
184,20,20-29,Female,Japan,85031,TRUE,TRUE,Cashier,Rural,YouTube,267,ASMR,10,91,Evening,Habit,Tablet,MacOS,2:00 PM,At school,Mobile Data
185,56,50-59,Male,Barzil,53380,TRUE,FALSE,Labor/Worker,Rural,Instagram,258,Pranks,2,48,Night,Entertainment,Smartphone,MacOS,9:00 PM,At home,Wi-Fi
186,23,20-29,Male,India,37071,FALSE,TRUE,Labor/Worker,Urban,TikTok,86,Jokes/Memes,2,63,Evening,Entertainment,Smartphone,iOS,2:00 PM,At work,Mobile Data
187,25,20-29,Male,Philippines,40074,FALSE,FALSE,Artist,Rural,Instagram,189,Entertainment,27,12,Afternoon,Procrastination,Tablet,Android,5:00 PM,At home,Mobile Data
188,44,40-49,Male,Germany,87843,TRUE,TRUE,Waiting staff,Urban,YouTube,75,Life Hacks,14,87,Morning,Procrastination,Smartphone,Android,8:00 AM,At work,Mobile Data
189,26,20-29,Female,India,59901,TRUE,TRUE,driver,Rural,Instagram,180,Entertainment,16,34,Morning,Entertainment,Smartphone,Windows,8:00 AM,Commuting,Wi-Fi
190,54,50-59,Male,Mexico,31205,FALSE,TRUE,Teacher,Rural,YouTube,31,Pranks,7,61,Morning,Habit,Smartphone,Android,8:00 AM,At home,Mobile Data
191,50,50-59,Male,Indonesia,75661,TRUE,TRUE,Engineer,Rural,YouTube,116,Entertainment,21,87,Evening,Boredom,Smartphone,Android,2:00 PM,At work,Wi-Fi
192,59,50-59,Other,Barzil,25906,FALSE,FALSE,driver,Rural,YouTube,236,Life Hacks,21,53,Evening,Entertainment,Smartphone,iOS,2:00 PM,At home,Wi-Fi
193,61,60-69,Male,Japan,22591,FALSE,TRUE,Waiting staff,Urban,TikTok,225,Jokes/Memes,,25,Evening,Habit,Smartphone,iOS,2:00 PM,At home,Wi-Fi
194,41,40-49,Female,United States,82987,TRUE,TRUE,Labor/Worker,Rural,Instagram,78,Vlogs,12,62,Afternoon,Entertainment,Smartphone,MacOS,5:00 PM,At home,Mobile Data
195,32,30-39,Other,India,83370,TRUE,TRUE,Teacher,Urban,TikTok,93,Trends,28,4,Evening,Habit,Tablet,Android,2:00 PM,At school,Wi-Fi
196,49,40-49,Male,Vietnam,74400,TRUE,FALSE,Waiting staff,Rural,Instagram,112,Life Hacks,23,94,Evening,Habit,Tablet,Android,2:00 PM,At home,Mobile Data
197,49,40-49,Male,Pakistan,45150,FALSE,TRUE,Waiting staff,Rural,TikTok,48,Jokes/Memes,,94,Evening,Habit,Smartphone,Android,2:00 PM,At home,Mobile Data
198,41,40-49,Male,Barzil,51852,TRUE,FALSE,Manager,Urban,Facebook,22,Gaming,14,13,Night,Habit,Smartphone,MacOS,9:00 PM,At work,Wi-Fi
199,58,50-59,Male,United States,62870,TRUE,FALSE,Artist,Rural,YouTube,190,Pranks,25,42,Morning,Boredom,Computer,Android,8:00 AM,At home,Wi-Fi
200,29,20-29,Male,India,72756,TRUE,FALSE,Students,Rural,YouTube,277,Entertainment,,49,Evening,Boredom,Smartphone,Android,2:00 PM,Commuting,Mobile Data
201,56,50-59,Other,Vietnam,76481,TRUE,FALSE,Labor/Worker,Rural,TikTok,22,Pranks,26,78,Evening,Entertainment,Tablet,Android,2:00 PM,At school,Wi-Fi
202,19,15-19,Female,Philippines,21283,FALSE,FALSE,driver,Rural,Facebook,129,Jokes/Memes,,56,Morning,Habit,Computer,MacOS,8:00 AM,At home,Mobile Data
203,20,20-29,Female,Japan,53691,TRUE,TRUE,Labor/Worker,Rural,YouTube,66,Trends,,47,Evening,Habit,Smartphone,Windows,2:00 PM,At home,Mobile Data
204,54,50-59,Female,India,21125,FALSE,FALSE,Artist,Rural,Instagram,49,Gaming,3,,Night,Habit,Smartphone,Android,9:00 PM,At school,Wi-Fi
205,34,30-39,Male,India,87065,TRUE,FALSE,Students,Rural,TikTok,137,Trends,1,55,Night,Boredom,Computer,Android,9:00 PM,Commuting,Wi-Fi
206,19,15-19,Male,India,46170,FALSE,TRUE,Engineer,Urban,YouTube,182,Gaming,17,88,Evening,Boredom,Computer,Android,2:00 PM,At school,Mobile Data
207,19,15-19,Male,India,28438,FALSE,TRUE,Waiting staff,Rural,YouTube,44,Life Hacks,7,18,Night,Habit,Smartphone,Windows,8:30 PM,At school,Wi-Fi
208,45,40-49,Female,Vietnam,40095,FALSE,TRUE,Waiting staff,Rural,TikTok,268,Comedy,16,35,Evening,Habit,Smartphone,Android,3:45 PM,Commuting,Wi-Fi
209,40,40-49,Male,Indonesia,36154,FALSE,FALSE,driver,Rural,TikTok,14,Entertainment,5,89,Night,Habit,Smartphone,Android,8:30 PM,At home,Mobile Data
210,54,50-59,Male,Pakistan,28004,FALSE,FALSE,driver,Rural,Instagram,227,Entertainment,19,81,Evening,Procrastination,Computer,iOS,3:45 PM,At school,Wi-Fi
211,49,40-49,Female,Germany,29752,FALSE,FALSE,Students,Rural,Instagram,20,Gaming,7,32,Evening,Habit,Tablet,MacOS,3:45 PM,At home,Mobile Data
212,50,50-59,Other,India,75426,TRUE,TRUE,Manager,Rural,YouTube,126,Vlogs,14,24,Afternoon,Habit,Smartphone,Android,6:05 PM,At work,Wi-Fi
213,18,15-19,Other,Mexico,46819,FALSE,FALSE,Waiting staff,Urban,YouTube,193,Trends,2,7,Evening,Boredom,Smartphone,Android,3:45 PM,At school,Mobile Data
214,36,30-39,Female,Pakistan,44217,FALSE,FALSE,Labor/Worker,Rural,TikTok,125,Life Hacks,3,13,Evening,Habit,Smartphone,iOS,3:45 PM,At work,Mobile Data
215,19,15-19,Male,India,52994,TRUE,FALSE,Students,Rural,YouTube,171,Jokes/Memes,17,91,Evening,Boredom,Smartphone,iOS,3:45 PM,At school,Mobile Data
216,61,60-69,Male,Japan,35036,FALSE,FALSE,Artist,Rural,YouTube,76,Entertainment,16,69,Night,Habit,Tablet,iOS,8:30 PM,At home,Mobile Data
217,43,40-49,Male,India,97275,TRUE,TRUE,Engineer,Rural,TikTok,209,Gaming,8,90,Evening,Entertainment,Computer,Android,3:45 PM,At home,Mobile Data
218,49,40-49,Male,United States,69416,TRUE,FALSE,Waiting staff,Urban,YouTube,40,Life Hacks,18,42,Morning,Procrastination,Smartphone,Android,9:15 AM,At home,Mobile Data
219,23,20-29,Other,Pakistan,29587,FALSE,TRUE,Manager,Rural,YouTube,84,Comedy,15,31,Night,Procrastination,Smartphone,Android,8:30 PM,Commuting,Mobile Data
220,49,40-49,Male,Mexico,20645,FALSE,FALSE,Manager,Rural,Facebook,246,Pranks,7,74,Night,Procrastination,Smartphone,iOS,8:30 PM,At home,Mobile Data
221,21,20-29,Male,India,50930,TRUE,TRUE,Students,Urban,Instagram,75,Trends,27,26,Night,Boredom,Smartphone,Android,8:30 PM,At school,Mobile Data
222,28,20-29,Male,Indonesia,50090,TRUE,FALSE,Students,Rural,TikTok,79,Life Hacks,9,86,Evening,Entertainment,Computer,MacOS,3:45 PM,At work,Wi-Fi
223,34,30-39,Other,Vietnam,72142,TRUE,TRUE,Waiting staff,Rural,Facebook,29,Vlogs,6,76,Afternoon,Entertainment,Tablet,iOS,6:05 PM,At school,Mobile Data
224,55,50-59,Other,United States,46475,FALSE,FALSE,Students,Rural,Instagram,235,ASMR,18,32,Evening,Habit,Tablet,iOS,3:45 PM,At school,Wi-Fi
225,41,40-49,Male,Philippines,38888,FALSE,TRUE,Labor/Worker,Rural,Instagram,208,Life Hacks,18,91,Evening,Boredom,Tablet,Windows,3:45 PM,At home,Mobile Data
226,22,20-29,Male,Pakistan,63732,TRUE,FALSE,Manager,Rural,Instagram,48,Pranks,25,97,Evening,Boredom,Smartphone,Android,3:45 PM,At work,Wi-Fi
227,51,50-59,Male,Japan,66305,TRUE,TRUE,Engineer,Rural,Facebook,154,Entertainment,26,52,Night,Habit,Computer,MacOS,8:30 PM,At work,Wi-Fi
228,23,20-29,Male,Vietnam,66037,TRUE,FALSE,Engineer,Rural,Facebook,54,Trends,24,20,Night,Habit,Smartphone,Android,8:30 PM,At school,Wi-Fi
229,39,30-39,Other,United States,29346,FALSE,TRUE,Manager,Rural,Instagram,100,Gaming,14,40,Evening,Habit,Tablet,Android,3:45 PM,At home,Mobile Data
230,28,20-29,Male,India,20587,FALSE,FALSE,Labor/Worker,Rural,YouTube,247,Life Hacks,14,59,Night,Entertainment,Computer,Android,8:30 PM,At home,Mobile Data
231,33,30-39,Female,United States,32763,FALSE,TRUE,Students,Rural,YouTube,79,Pranks,14,77,Night,Boredom,Tablet,MacOS,8:30 PM,At school,Mobile Data
232,50,50-59,Male,Vietnam,79165,TRUE,FALSE,Cashier,Rural,Facebook,175,Life Hacks,25,14,Night,Entertainment,Tablet,iOS,8:30 PM,At school,Mobile Data
233,26,20-29,Other,United States,89615,TRUE,TRUE,Students,Urban,Facebook,139,Life Hacks,4,,Night,Boredom,Smartphone,Android,8:30 PM,At home,Wi-Fi
234,23,20-29,Male,Germany,56116,TRUE,FALSE,Waiting staff,Urban,Facebook,223,ASMR,4,86,Afternoon,Entertainment,Tablet,iOS,6:05 PM,Commuting,Mobile Data
235,33,30-39,Female,Barzil,45556,FALSE,TRUE,driver,Urban,Instagram,98,Trends,15,82,Evening,Boredom,Smartphone,iOS,3:45 PM,Commuting,Mobile Data
236,46,40-49,Female,Indonesia,79042,TRUE,FALSE,Students,Urban,YouTube,261,Life Hacks,15,48,Evening,Procrastination,Computer,Android,3:45 PM,At school,Wi-Fi
237,20,20-29,Other,India,38099,FALSE,TRUE,Teacher,Rural,Facebook,81,Jokes/Memes,18,93,Morning,Habit,Computer,MacOS,9:15 AM,At home,Mobile Data
238,37,30-39,Female,Vietnam,65096,TRUE,FALSE,Artist,Rural,Facebook,174,Trends,14,43,Night,Habit,Tablet,Android,8:30 PM,At work,Mobile Data
239,53,50-59,Male,Germany,91986,TRUE,TRUE,Students,Rural,TikTok,58,Jokes/Memes,26,16,Evening,Habit,Computer,iOS,3:45 PM,At school,Mobile Data
240,36,30-39,Female,Germany,33230,FALSE,TRUE,Waiting staff,Rural,Instagram,61,Jokes/Memes,1,35,Afternoon,Procrastination,Tablet,iOS,6:05 PM,Commuting,Wi-Fi
241,43,40-49,Other,Philippines,49009,FALSE,TRUE,Waiting staff,Rural,TikTok,298,Life Hacks,10,53,Afternoon,Entertainment,Smartphone,Windows,6:05 PM,At work,Mobile Data
242,20,20-29,Other,United States,90969,TRUE,TRUE,Cashier,Rural,YouTube,287,Life Hacks,29,34,Evening,Entertainment,Tablet,Android,3:45 PM,At school,Mobile Data
243,36,30-39,Male,Barzil,53866,TRUE,FALSE,driver,Rural,TikTok,123,Life Hacks,20,3,Night,Procrastination,Smartphone,Android,8:30 PM,At school,Mobile Data
244,37,30-39,Female,Germany,96975,TRUE,TRUE,driver,Rural,TikTok,248,ASMR,10,68,Night,Habit,Smartphone,iOS,8:30 PM,At home,Wi-Fi
245,49,40-49,Male,Barzil,61855,TRUE,FALSE,Waiting staff,Urban,TikTok,142,Jokes/Memes,10,5,Evening,Procrastination,Smartphone,Android,3:45 PM,At school,Mobile Data
246,24,20-29,Male,United States,26416,FALSE,FALSE,driver,Rural,Instagram,283,Life Hacks,27,10,Night,Habit,Smartphone,Android,8:30 PM,At home,Mobile Data
247,58,50-59,Male,Vietnam,92516,TRUE,FALSE,Students,Rural,YouTube,175,Jokes/Memes,24,52,Morning,Entertainment,Computer,Windows,9:15 AM,At home,Mobile Data
248,50,50-59,Female,Japan,75915,TRUE,FALSE,Students,Rural,TikTok,252,Life Hacks,2,29,Evening,Habit,Smartphone,Windows,3:45 PM,At home,Mobile Data
249,57,50-59,Female,United States,38058,FALSE,FALSE,Students,Rural,Instagram,147,Jokes/Memes,29,96,Afternoon,Habit,Smartphone,iOS,6:05 PM,At school,Mobile Data
250,56,50-59,Male,Germany,96637,TRUE,TRUE,Labor/Worker,Rural,YouTube,88,Trends,28,31,Afternoon,Procrastination,Smartphone,Android,6:05 PM,At work,Mobile Data
251,35,30-39,Other,India,60718,TRUE,FALSE,Waiting staff,Urban,Facebook,179,Gaming,27,66,Afternoon,Entertainment,Smartphone,Android,6:05 PM,At home,Mobile Data
252,57,50-59,Female,United States,52602,TRUE,FALSE,driver,Rural,TikTok,132,Entertainment,8,76,Night,Habit,Smartphone,Android,8:30 PM,At home,Mobile Data
253,18,15-19,Female,United States,94658,TRUE,TRUE,Engineer,Rural,YouTube,185,Comedy,1,91,Evening,Habit,Smartphone,Windows,3:45 PM,At work,Mobile Data
254,28,20-29,Male,Philippines,98112,TRUE,TRUE,driver,Urban,TikTok,91,Gaming,1,69,Afternoon,Habit,Smartphone,Android,6:05 PM,At work,Mobile Data
255,45,40-49,Female,Indonesia,78067,TRUE,TRUE,Waiting staff,Rural,Facebook,96,Pranks,4,37,Afternoon,Procrastination,Tablet,iOS,6:05 PM,At work,Mobile Data
256,42,40-49,Female,India,47516,FALSE,FALSE,Labor/Worker,Rural,YouTube,234,Vlogs,7,27,Afternoon,Habit,Smartphone,MacOS,6:05 PM,Commuting,Mobile Data
257,40,40-49,Male,India,21089,FALSE,FALSE,Engineer,Rural,Instagram,25,Life Hacks,9,87,Night,Procrastination,Smartphone,Windows,8:30 PM,At home,Wi-Fi
258,48,40-49,Male,Philippines,57346,TRUE,FALSE,Engineer,Rural,YouTube,172,Life Hacks,16,33,Evening,Boredom,Smartphone,Windows,3:45 PM,Commuting,Wi-Fi
259,47,40-49,Male,United States,94663,TRUE,TRUE,Labor/Worker,Rural,Instagram,107,ASMR,5,68,Evening,Habit,Smartphone,iOS,3:45 PM,At school,Wi-Fi
260,59,50-59,Male,United States,30487,FALSE,FALSE,Waiting staff,Urban,YouTube,165,Pranks,2,59,Evening,Boredom,Smartphone,Android,3:45 PM,At work,Mobile Data
261,52,50-59,Male,United States,20155,FALSE,FALSE,Artist,Rural,Instagram,11,Entertainment,28,64,Evening,Habit,Smartphone,iOS,3:45 PM,At school,Wi-Fi
262,24,20-29,Male,Germany,87494,TRUE,FALSE,Students,Rural,Facebook,178,Pranks,23,85,Morning,Boredom,Smartphone,Windows,9:15 AM,At work,Mobile Data
263,33,30-39,Other,Philippines,96229,TRUE,FALSE,driver,Rural,Facebook,101,Life Hacks,11,,Evening,Entertainment,Smartphone,Windows,3:45 PM,At school,Mobile Data
264,43,40-49,Male,Vietnam,58547,TRUE,TRUE,Labor/Worker,Rural,Facebook,190,Entertainment,18,44,Morning,Entertainment,Tablet,Android,9:15 AM,At school,Wi-Fi
265,19,15-19,Male,India,48795,FALSE,FALSE,Students,Urban,YouTube,240,Vlogs,25,95,Night,Procrastination,Computer,MacOS,8:30 PM,At work,Mobile Data
266,18,15-19,Male,Mexico,75296,TRUE,TRUE,driver,Rural,Facebook,157,Pranks,25,88,Afternoon,Habit,Tablet,Android,6:05 PM,Commuting,Mobile Data
267,29,20-29,Male,Pakistan,41447,FALSE,FALSE,driver,Rural,TikTok,289,Jokes/Memes,19,49,Evening,Habit,Smartphone,Android,3:45 PM,At home,Mobile Data
268,22,20-29,Male,United States,56598,TRUE,TRUE,Artist,Urban,Facebook,198,Vlogs,13,53,Night,Habit,Tablet,iOS,8:30 PM,At school,Wi-Fi
269,54,50-59,Female,India,61814,TRUE,FALSE,Waiting staff,Urban,Instagram,137,Pranks,24,74,Night,Habit,Smartphone,MacOS,8:30 PM,At school,Mobile Data
270,49,40-49,Female,India,95330,TRUE,TRUE,driver,Rural,Instagram,16,Comedy,11,49,Evening,Boredom,Smartphone,Android,3:45 PM,At home,Wi-Fi
271,26,20-29,Male,India,83278,TRUE,FALSE,Labor/Worker,Rural,Instagram,56,ASMR,20,66,Afternoon,Entertainment,Smartphone,Android,6:05 PM,At work,Mobile Data
272,58,50-59,Other,Philippines,75077,TRUE,TRUE,driver,Rural,YouTube,62,Gaming,19,95,Afternoon,Habit,Tablet,Android,6:05 PM,At home,Mobile Data
273,52,50-59,Other,United States,91906,TRUE,FALSE,Waiting staff,Rural,TikTok,196,Pranks,17,63,Evening,Boredom,Tablet,MacOS,3:45 PM,At home,Mobile Data
274,36,30-39,Male,Pakistan,29528,FALSE,TRUE,Waiting staff,Rural,Facebook,47,Comedy,5,25,Evening,Entertainment,Computer,Android,3:45 PM,At work,Wi-Fi
275,33,30-39,Female,Japan,70100,TRUE,FALSE,Labor/Worker,Rural,TikTok,235,Jokes/Memes,13,4,Evening,Entertainment,Tablet,iOS,3:45 PM,Commuting,Mobile Data
276,20,20-29,Female,Germany,28179,FALSE,TRUE,driver,Rural,TikTok,62,Pranks,27,51,Night,Entertainment,Smartphone,Android,8:30 PM,At school,Mobile Data
277,37,30-39,Male,Barzil,68781,TRUE,TRUE,Engineer,Rural,Instagram,233,Trends,20,11,Night,Entertainment,Smartphone,iOS,8:30 PM,At home,Mobile Data
278,41,40-49,Other,Vietnam,75267,TRUE,TRUE,Labor/Worker,Rural,Instagram,163,Vlogs,1,17,Afternoon,Entertainment,Tablet,iOS,6:05 PM,Commuting,Mobile Data
279,50,50-59,Male,Pakistan,43952,FALSE,TRUE,Teacher,Rural,Instagram,57,Gaming,10,66,Night,Habit,Tablet,Windows,8:30 PM,At home,Mobile Data
280,41,40-49,Other,Barzil,73798,TRUE,TRUE,Cashier,Rural,YouTube,156,Vlogs,8,70,Evening,Habit,Tablet,Android,3:45 PM,At work,Mobile Data
281,28,20-29,Female,Philippines,70939,TRUE,TRUE,Waiting staff,Rural,TikTok,73,Pranks,24,73,Morning,Boredom,Smartphone,Android,9:15 AM,At home,Wi-Fi
282,25,20-29,Female,Barzil,49516,FALSE,TRUE,Students,Rural,TikTok,191,Vlogs,29,69,Evening,Boredom,Tablet,Android,3:45 PM,At work,Wi-Fi
283,53,50-59,Male,Mexico,76526,TRUE,TRUE,Teacher,Rural,YouTube,134,Gaming,8,84,Evening,Procrastination,Computer,iOS,3:45 PM,At home,Mobile Data
284,55,50-59,Male,India,30449,FALSE,TRUE,Labor/Worker,Rural,YouTube,188,Trends,19,29,Evening,Boredom,Smartphone,iOS,3:45 PM,Commuting,Wi-Fi
285,57,50-59,Male,Pakistan,70290,TRUE,TRUE,Students,Urban,YouTube,48,Entertainment,6,85,Afternoon,Habit,Computer,Android,6:05 PM,At work,Mobile Data
286,37,30-39,Male,Philippines,92954,TRUE,TRUE,Waiting staff,Rural,TikTok,269,Vlogs,12,73,Evening,Entertainment,Smartphone,Android,3:45 PM,At home,Mobile Data
287,52,50-59,Male,Pakistan,42746,FALSE,FALSE,Students,Rural,TikTok,12,Vlogs,28,92,Evening,Habit,Smartphone,Android,3:45 PM,At school,Mobile Data
288,42,40-49,Female,Mexico,87990,TRUE,TRUE,Waiting staff,Rural,Instagram,73,Jokes/Memes,7,72,Night,Procrastination,Smartphone,iOS,8:30 PM,At home,Mobile Data
289,52,50-59,Male,United States,78810,TRUE,FALSE,Students,Rural,Instagram,38,Pranks,16,95,Night,Habit,Computer,MacOS,8:30 PM,At work,Mobile Data
290,42,40-49,Female,United States,35223,FALSE,TRUE,Labor/Worker,Urban,TikTok,20,Life Hacks,9,20,Afternoon,Entertainment,Tablet,iOS,6:05 PM,Commuting,Mobile Data
291,46,40-49,Female,United States,92237,TRUE,FALSE,Teacher,Rural,Instagram,106,ASMR,21,27,Evening,Habit,Computer,Android,3:45 PM,At home,Mobile Data
292,35,30-39,Female,Indonesia,22597,FALSE,TRUE,Labor/Worker,Urban,YouTube,212,Jokes/Memes,25,8,Night,Entertainment,Smartphone,Windows,8:30 PM,At work,Mobile Data
293,63,60-69,Male,Barzil,85677,TRUE,FALSE,Waiting staff,Urban,Facebook,30,Trends,22,85,Evening,Habit,Smartphone,Android,3:45 PM,At home,Wi-Fi
294,35,30-39,Male,Indonesia,22659,FALSE,TRUE,Students,Rural,Instagram,48,Jokes/Memes,10,61,Evening,Boredom,Smartphone,Windows,3:45 PM,At school,Wi-Fi
295,19,15-19,Female,India,94567,TRUE,FALSE,Waiting staff,Rural,TikTok,232,Jokes/Memes,10,28,Afternoon,Habit,Smartphone,Android,6:05 PM,At work,Wi-Fi
296,52,50-59,Male,Vietnam,35037,FALSE,TRUE,Labor/Worker,Rural,Instagram,111,Life Hacks,10,87,Afternoon,Habit,Computer,Android,6:05 PM,At school,Mobile Data
297,33,30-39,Female,Mexico,66738,TRUE,FALSE,Engineer,Rural,Instagram,55,Life Hacks,20,70,Night,Entertainment,Tablet,Android,8:30 PM,At school,Mobile Data
298,58,50-59,Female,Philippines,91678,TRUE,TRUE,Engineer,Rural,Instagram,75,Trends,29,3,Evening,Boredom,Tablet,Android,3:45 PM,Commuting,Mobile Data
299,53,50-59,Male,Pakistan,32109,FALSE,TRUE,Waiting staff,Rural,Facebook,100,Pranks,16,69,Morning,Boredom,Tablet,Android,9:15 AM,At work,Wi-Fi
300,50,50-59,Female,Germany,42010,FALSE,TRUE,Students,Rural,YouTube,173,Entertainment,1,,Afternoon,Habit,Smartphone,Android,6:05 PM,Commuting,Wi-Fi
301,21,20-29,Female,Philippines,28787,FALSE,TRUE,Waiting staff,Rural,TikTok,120,Vlogs,17,7,Afternoon,Entertainment,Smartphone,iOS,6:05 PM,At home,Mobile Data
302,50,50-59,Male,Barzil,28472,FALSE,FALSE,Engineer,Urban,Facebook,132,Vlogs,26,60,Afternoon,Habit,Smartphone,iOS,6:05 PM,At home,Mobile Data
303,31,30-39,Male,Indonesia,43383,FALSE,TRUE,Cashier,Rural,TikTok,202,Jokes/Memes,21,4,Afternoon,Boredom,Computer,Android,6:05 PM,At school,Mobile Data
304,38,30-39,Other,Indonesia,81709,TRUE,FALSE,Waiting staff,Rural,TikTok,108,Gaming,29,5,Evening,Boredom,Smartphone,iOS,3:45 PM,At home,Mobile Data
305,37,30-39,Other,United States,89785,TRUE,TRUE,Artist,Rural,TikTok,168,Jokes/Memes,14,11,Evening,Boredom,Smartphone,iOS,3:45 PM,At work,Mobile Data
